iter	RMSE
244	18.63472867
245	18.53656474
246	18.42763402
247	18.3267237
248	18.28373852
249	18.18509337
250	18.06664945
251	18.0279522
252	17.98671411
253	17.92168335
254	17.83521417
255	17.75179059
256	17.7116515
257	17.67578978
258	17.64366381
259	17.56441805
260	17.52061376
261	17.42358716
262	17.38649196
263	17.35298411
264	17.3187036
265	17.25559233
266	17.16331399
267	17.1346495
268	17.07277843
269	17.0095336
270	16.94261916
271	16.91193728
272	16.8529007
273	16.7589252
274	16.65566841
275	16.56151793
276	16.53828579
277	16.50489257
278	16.45966171
279	16.37361946
280	16.2819413
281	16.20648471
282	16.17459817
283	16.09103944
284	16.04362772
285	16.01600618
286	15.94628153
287	15.85827936
288	15.82708878
289	15.77681506
290	15.72299646
291	15.69240833
292	15.63246131
293	15.5734759
294	15.52217641
295	15.44142685
296	15.38973366
297	15.30755163
298	15.22822741
299	15.13203173
300	15.0906207
301	15.06215032
302	15.01298584
303	14.98507591
304	14.96656709
305	14.90529198
306	14.82821495
307	14.76894522
308	14.69336084
309	14.6190637
310	14.54426736
311	14.50694354
312	14.48934601
313	14.41730978
314	14.34378584
315	14.29801567
316	14.27201864
317	14.19920198
318	14.1294883
319	14.07414623
320	14.04851167
321	13.97386595
322	13.95350136
323	13.90941806
324	13.84009101
325	13.77053429
326	13.70416007
327	13.67309754
328	13.60796887
329	13.58853036
330	13.56675476
331	13.51578647
332	13.4573773
333	13.39636745
334	13.33854029
335	13.32320857
336	13.30205803
337	13.24489218
338	13.22124624
339	13.20637774
340	13.14869663
341	13.08402532
342	13.02722773
343	12.97123496
344	12.94839346
345	12.88621213
346	12.8302765
347	12.78626512
348	12.73114245
349	12.71134072
350	12.64967793
351	12.60658594
352	12.55032361
353	12.49786753
354	12.48411089
355	12.44221597
356	12.40098595
357	12.36376135
358	12.33653468
359	12.28463597
360	12.24123975
361	12.21481987
362	12.19393921
363	12.14167476
364	12.11597309
365	12.09077389
366	12.03999857
367	12.0218296
368	11.9871103
369	11.93681326
370	11.89612706
371	11.87210414
372	11.83833147
373	11.78886002
374	11.75547899
375	11.72254155
376	11.67361271
377	11.64105589
378	11.60893173
379	11.56046847
380	11.52871549
381	11.48084748
382	11.44946057
383	11.37143561
384	11.34047055
385	11.26871921
386	11.22220348
387	11.19169768
388	11.11667796
389	11.0865765
390	11.05687338
391	10.98329289
392	10.93795046
393	10.90858426
394	10.87960591
395	10.80787101
396	10.76337121
397	10.73471612
398	10.70643878
399	10.63645599
400	10.59278098
401	10.56013792
402	10.48881873
403	10.45680519
404	10.38955605
405	10.33667461
406	10.28477675
407	10.23384459
408	10.20521886
409	10.15536103
410	10.12733073
411	10.07852232
412	10.05107352
413	10.00329021
414	9.963125797
415	9.936312535
416	9.889860624
417	9.863600482
418	9.83777252
419	9.794286958
420	9.749245358
421	9.706753308
422	9.68167988
423	9.63984349
424	9.596402325
425	9.571827541
426	9.530947383
427	9.506734692
428	9.466482562
429	9.424706753
430	9.400967668
431	9.36041106
432	9.319802689
433	9.296513344
434	9.256905015
435	9.233939825
436	9.194579552
437	9.15589549
438	9.133359255
439	9.111151121
440	9.073095699
441	9.036269684
442	9.011012134
443	8.973582222
444	8.936891941
445	8.912147951
446	8.882221729
447	8.846919085
448	8.811339011
449	8.787167639
450	8.763377658
451	8.727581972
452	8.692862084
453	8.660876019
454	8.610652068
455	8.587566965
456	8.56484372
457	8.522423185
458	8.488421811
459	8.454992381
460	8.407131447
461	8.365327329
462	8.343303306
463	8.296878934
464	8.25151724
465	8.213890171
466	8.174831716
467	8.130886308
468	8.095294513
469	8.063855016
470	8.029181469
471	7.994719274
472	7.95884263
473	7.925392972
474	7.892912339
475	7.865277182
476	7.833152952
477	7.805936362
478	7.774174347
479	7.743065173
480	7.716426128
481	7.68599246
482	7.659752432
483	7.629474867
484	7.599989452
485	7.574299201
486	7.544988105
487	7.516412966
488	7.485789066
489	7.457367382
490	7.429657669
491	7.404885819
492	7.377360723
493	7.350489887
494	7.320838997
495	7.311754415
496	7.285485348
497	7.258848897
498	7.235145197
499	7.20893095
500	7.200093304
501	7.190103119
502	7.161472564
503	7.13613668
504	7.11309239
505	7.106449042
506	7.083731818
507	7.058528503
508	7.034003844
509	7.011744965
510	7.005282718
511	6.998913815
512	6.974585642
513	6.966326534
514	6.944520128
515	6.920877282
516	6.893703053
517	6.887560096
518	6.864137458
519	6.845840173
520	6.824659216
521	6.806649548
522	6.788914415
523	6.771449354
524	6.754249984
525	6.733406206
526	6.716472352
527	6.699794967
528	6.683369925
529	6.667193178
530	6.646667177
531	6.631693299
532	6.616930794
533	6.596621181
534	6.582024955
535	6.561971169
536	6.547539038
537	6.533309853
538	6.513467539
539	6.49939761
540	6.473472765
541	6.45953954
542	6.440076643
543	6.426298977
544	6.412714374
545	6.393456934
546	6.380023363
547	6.349954666
548	6.338678575
549	6.319182605
550	6.308032803
551	6.286271375
552	6.267205512
553	6.240144974
554	6.229051156
555	6.210416444
556	6.184024513
557	6.173021389
558	6.162148536
559	6.133873961
560	6.108181174
561	6.09739438
562	6.06982644
563	6.059154216
564	6.043493461
565	6.008466599
566	5.987248955
567	5.96745381
568	5.956928921
569	5.930530094
570	5.911134566
571	5.885353405
572	5.866325619
573	5.851516599
574	5.832786357
575	5.807843934
576	5.789466145
577	5.775170448
578	5.760829586
579	5.746838307
580	5.732809892
581	5.718481102
582	5.704744995
583	5.690716696
584	5.677265219
585	5.663529002
586	5.650059006
587	5.636902804
588	5.623710831
589	5.610823439
590	5.597901885
591	5.585276518
592	5.575528258
593	5.556383594
594	5.543995409
595	5.531529153
596	5.519302374
597	5.507176983
598	5.488558116
599	5.476661154
600	5.461648419
601	5.45237462
602	5.443212219
603	5.425186303
604	5.410494188
605	5.399074484
606	5.390156756
607	5.372633409
608	5.361691689
609	5.351849751
610	5.342176195
611	5.330803466
612	5.32130048
613	5.310755427
614	5.302135429
615	5.288950984
616	5.272243942
617	5.263133661
618	5.252780433
619	5.244493555
620	5.225824824
621	5.216932998
622	5.206758694
623	5.197959342
624	5.189273119
625	5.170830529
626	5.160816067
627	5.152500834
628	5.1343274
629	5.116203001
630	5.108029514
631	5.080181879
632	5.062353372
633	5.046782004
634	5.037071698
635	5.01952753
636	5.011492343
637	5.001942469
638	4.992866553
639	4.97578666
640	4.963391652
641	4.955476346
642	4.94664895
643	4.929565891
644	4.919543929
645	4.901510147
646	4.886723556
647	4.866410504
648	4.852034114
649	4.832413117
650	4.817504072
651	4.809150535
652	4.802249601
653	4.789327898
654	4.779518797
655	4.765780432
656	4.753496974
657	4.734616248
658	4.720430228
659	4.706509132
660	4.689529574
661	4.679992018
662	4.663342906
663	4.647052646
664	4.640439926
665	4.624471673
666	4.615093238
667	4.601344319
668	4.594853248
669	4.579439963
670	4.564357455
671	4.544279172
672	4.531393145
673	4.524965798
674	4.510520274
675	4.501413416
676	4.490382511
677	4.484077361
678	4.471787792
679	4.452472196
680	4.43877415
681	4.432558904
682	4.422026969
683	4.415877811
684	4.405515863
685	4.396765374
686	4.385259356
687	4.366594745
688	4.35374207
689	4.347738319
690	4.335135169
691	4.316370533
692	4.298050551
693	4.28016548
694	4.262705754
695	4.247358761
696	4.241648147
697	4.232197446
698	4.226548483
699	4.215983703
700	4.210405701
701	4.202409919
702	4.18569429
703	4.170608627
704	4.163543627
705	4.149081645
706	4.132872952
707	4.118154894
708	4.103773205
709	4.089719345
710	4.075518369
711	4.063759692
712	4.05011903
713	4.038648707
714	4.027001525
715	4.016360568
716	4.005203362
717	3.99376296
718	3.983365288
719	3.972512992
720	3.962371644
721	3.951114791
722	3.941765448
723	3.930675509
724	3.920739672
725	3.911629332
726	3.900685273
727	3.890968702
728	3.882090999
729	3.871290875
730	3.860581945
731	3.850950628
732	3.840290954
733	3.829839056
734	3.810376306
735	3.803822689
736	3.797374015
737	3.788938191
738	3.783970448
739	3.775714462
740	3.766508313
741	3.758463258
742	3.748117834
743	3.737382535
744	3.726710282
745	3.716225079
746	3.711379783
747	3.701076828
748	3.682895689
749	3.672782839
750	3.65494638
751	3.645018313
752	3.627100669
753	3.614669106
754	3.601656392
755	3.592010487
756	3.580048271
757	3.570594542
758	3.558881513
759	3.549615335
760	3.538146118
761	3.529063002
762	3.517042379
763	3.50906435
764	3.491839601
765	3.484014294
766	3.475091413
767	3.467368634
768	3.450593484
769	3.44301662
770	3.435980927
771	3.427230549
772	3.419754632
773	3.412907662
774	3.406199588
775	3.397650564
776	3.390386009
777	3.383853412
778	3.376716158
779	3.370543664
780	3.364252377
781	3.360416162
782	3.354286332
783	3.342442838
784	3.330764365
785	3.324654679
786	3.313114311
787	3.304865093
788	3.301094653
789	3.2870909
790	3.279006234
791	3.267745814
792	3.259816221
793	3.256097535
794	3.245003095
795	3.229897973
796	3.226209385
797	3.220542117
798	3.205618549
799	3.197913517
800	3.183274485
801	3.175709905
802	3.164664271
803	3.161070337
804	3.150314289
805	3.146750269
806	3.1362763
807	3.128848677
808	3.125570817
809	3.122067771
810	3.114755214
811	3.104558115
812	3.101344559
813	3.094158442
814	3.090977213
815	3.076977463
816	3.062936067
817	3.059537898
818	3.052503093
819	3.049421054
820	3.035834119
821	3.028913882
822	3.019116171
823	3.016096862
824	3.009294151
825	3.006305333
826	2.99308002
827	2.979645344
828	2.976410278
829	2.970127408
830	2.960660185
831	2.95594318
832	2.943123718
833	2.9385005
834	2.925919994
835	2.921388405
836	2.909042416
837	2.904600359
838	2.892484523
839	2.889179133
840	2.880200122
841	2.871054881
842	2.859186382
843	2.855715892
844	2.844073797
845	2.840651929
846	2.831995947
847	2.828798505
848	2.817780798
849	2.809315725
850	2.806183199
851	2.795361512
852	2.787094106
853	2.778968368
854	2.775921244
855	2.773246256
856	2.765315712
857	2.756791779
858	2.74897546
859	2.746405489
860	2.743211743
861	2.740677787
862	2.733081207
863	2.730617468
864	2.72748248
865	2.725053238
866	2.717668534
867	2.715306238
868	2.708075813
869	2.705020375
870	2.702719477
871	2.695660983
872	2.693422926
873	2.683094017
874	2.676203868
875	2.665954516
876	2.657623881
877	2.648871831
878	2.638827603
879	2.635851128
880	2.632114267
881	2.622224032
882	2.615517168
883	2.614089782
884	2.611157819
885	2.609760562
886	2.596650545
887	2.586963014
888	2.582158918
889	2.573249494
890	2.566080128
891	2.561409279
892	2.552891223
893	2.548546764
894	2.541687186
895	2.537407207
896	2.535568135
897	2.528855367
898	2.523748134
899	2.514229343
900	2.510046551
901	2.505025068
902	2.495716598
903	2.49163609
904	2.486698226
905	2.477080261
906	2.473089824
907	2.463630568
908	2.459721912
909	2.450417518
910	2.446588149
911	2.437434897
912	2.433682414
913	2.424688096
914	2.422931779
915	2.415531842
916	2.411846189
917	2.402967324
918	2.399355238
919	2.389084185
920	2.378242501
921	2.36764097
922	2.357273661
923	2.347100877
924	2.337183829
925	2.334757347
926	2.332367819
927	2.330014576
928	2.327696963
929	2.319241711
930	2.311099168
931	2.303075929
932	2.300800994
933	2.291555937
934	2.282455852
935	2.272369193
936	2.270122677
937	2.267909861
938	2.262310252
939	2.252409252
940	2.250231775
941	2.240514501
942	2.235037528
943	2.224260476
944	2.222204788
945	2.21997129
946	2.209380641
947	2.208220126
948	2.197821849
949	2.195738028
950	2.193479784
951	2.191310232
952	2.183915482
953	2.181785515
954	2.171568824
955	2.169460197
956	2.159427518
957	2.156281635
958	2.154093839
959	2.151006662
960	2.147975656
961	2.145821462
962	2.142846494
963	2.133042068
964	2.130134755
965	2.127279832
966	2.120126169
967	2.117988284
968	2.116879604
969	2.115791514
970	2.114278803
971	2.11218227
972	2.110706629
973	2.108648346
974	2.103875986
975	2.102844846
976	2.093247304
977	2.091202153
978	2.089775779
979	2.080340734
980	2.078322297
981	2.077310409
982	2.075322279
983	2.074329898
984	2.065034706
985	2.062388123
986	2.061030052
987	2.059239142
988	2.058284746
989	2.049152857
990	2.047378785
991	2.046063304
992	2.044318621
993	2.043032734
994	2.041316824
995	2.040059736
996	2.038372
997	2.037147937
998	2.035486883
999	2.03428892
